CustomerID,Total
250,5255.24
251,26634.879999999997
252,625.53
253,28735.62
254,43095.649999999994
255,38747.020000000004
256,95202.76999999999
257,19802.72
258,14795.87
259,32874.75
260,29710.260000000002
261,18098.010000000002
